"","STUDENT.IDENTIFIER","STDNT_AGE","STDNT_GENDER","STDNT_BACKGROUND","IN_STATE_FLAG","INTERNATIONAL_STS","STDNT_TEST_ENTRANCE_COMB","FIRST_TERM","CORE_COURSE_GRADE_1_F","CORE_COURSE_GRADE_2_F","CORE_COURSE_GRADE_3_F","SECOND_TERM","CORE_COURSE_GRADE_1_S","CORE_COURSE_GRADE_2_S","HOUSING_STS","RETURNED_2ND_YR","DISTANCE_FROM_HOME","HIGH_SCHL_GPA","FATHER_HI_EDU_DESC","MOTHER_HI_EDU_DESC","DEGREE_GROUP_DESC","FIRST_TERM_ATTEMPT_HRS","FIRST_TERM_EARNED_HRS","SECOND_TERM_ATTEMPT_HRS","SECOND_TERM_EARNED_HRS","GROSS_FIN_NEED","COST_OF_ATTEND","EST_FAM_CONTRIBUTION","UNMET_NEED","FIRST_TERM_HRS_PERCENTAGE","SECOND_TERM_HRS_PERCENTAGE"
"1791",7981986,"mid","F","BGD HIGH","Y","N",830,201008,"Mid","Mid","Mid",201102,"Mid","High","Off Campus","1",69,"low","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,0.588235294117647
"1792",7806277,"mid","M","BGD MID","Y","N",790,200708,"Mid","Mid","Mid",200802,"Mid","High","Off Campus","1",69,"mid","College/Beyond","High School","Bachelors","high","mid","high","high","low","mid","low","low",0.75,0.8
"1793",7798181,"mid","M","BGD HIGH","N","N",970,200808,"Mid","Mid","High",200902,"Mid","High","Off Campus","1",69,"high","High School","High School","Bachelors","low","mid","high","high","low","mid","high","low",0.75,0.769230769230769
"1794",8014691,"mid","M","BGD MID","Y","N",870,200808,"Mid","Mid","High",200902,"Mid","High","On Campus","1",69,"low","College/Beyond","High School","Bachelors","mid","high","high","mid","low","mid","mid","low",1,0.533333333333333
"1795",7936460,"mid","M","BGD HIGH","Y","N",1110,200708,"Mid","Mid","High",200802,"Mid","High","Off Campus","1",188,"high","Middle School/Junior High","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"1796",7899538,"mid","F","BGD HIGH","Y","N",1110,200708,"Mid","Mid","High",200802,"Mid","High","On Campus","1",138,"mid","High School","High School","Bachelors","low","mid","high","high","low","low","low","low",1,1
"1797",7958045,"mid","F","BGD MID","Y","N",990,200908,"Mid","Mid","Mid",201002,"Mid","High","Off Campus","0",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.714285714285714,0.933333333333333
"1798",7909255,"mid","F","BGD MID","Y","N",950,201008,"Mid","Mid","High",201102,"Mid","High","On Campus","1",90,"low","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",0.714285714285714,1
"1799",8036566,"mid","F","BGD MID","Y","N",990,200708,"Mid","Mid","Mid",200802,"Mid","High","On Campus","0",138,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,0.8
"1800",7778908,"mid","M","BGD MID","Y","N",1030,200808,"Mid","Mid","High",200902,"Mid","High","Off Campus","1",69,"low","High School","College/Beyond","Bachelors","low","mid","high","high","low","mid","mid","low",1,1
"1801",7767722,"mid","F","BGD HIGH","Y","N",950,200908,"Mid","Mid","Mid",201002,"Mid","High","Off Campus","0",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","high","high","low",1,1
"1802",7947741,"mid","F","BGD HIGH","Y","N",950,200508,"Mid","Mid","High",200602,"Mid","High","Off Campus","1",215,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",0.75,0.6
"1803",7993732,"mid","F","BGD MID","Y","N",910,200608,"Mid","Mid","Mid",200702,"Mid","High","On Campus","1",150,"high","College/Beyond","High School","Bachelors","high","mid","high","high","low","low","low","low",0.764705882352941,0.684210526315789
"1804",7804341,"mid","M","BGD HIGH","Y","N",1110,200908,"Mid","Mid","High",201002,"Mid","High","Off Campus","1",69,"low","High School","College/Beyond","Bachelors","low","mid","high","high","low","mid","high","low",1,1
"1805",7771312,"low","M","BGD HIGH","Y","N",950,200508,"Mid","Mid","Mid",200602,"Mid","High","On Campus","1",90,"low","College/Beyond","High School","Career Associate","low","mid","high","high","low","mid","mid","mid",1,1
"1806",7808517,"mid","M","BGD MID","Y","N",1070,200608,"Mid","Mid","High",200702,"Mid","High","On Campus","1",150,"low","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",0.8,0.75
"1807",7932351,"mid","F","BGD MID","Y","N",1070,200508,"Low","Mid","Mid",200602,"Mid","High","Off Campus","1",150,"mid","High School","High School","Bachelors","mid","mid","high","mid","low","low","low","low",0.769230769230769,0.5
"1808",7968159,"mid","F","BGD MID","Y","N",640,201008,"Low","Mid","Mid",201102,"Mid","High","Off Campus","1",69,"mid","High School","High School","Bachelors","low","mid","high","high","low","low","low","low",0.75,0.75
"1809",7843159,"mid","M","BGD HIGH","Y","N",1030,201008,"Low","Mid","Mid",201102,"Mid","High","On Campus","1",69,"high","High School","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",0.75,1
"1810",8019266,"mid","M","BGD HIGH","N","N",1070,200708,"Low","Mid","High",200802,"Mid","High","Off Campus","1",528,"high","Middle School/Junior High","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.8,1
"1811",7777430,"mid","M","BGD MID","Y","N",790,200908,"Low","Mid","Mid",201002,"Mid","High","Off Campus","1",0,"low","High School","High School","Bachelors","mid","mid","high","mid","high","high","low","high",0.733333333333333,0.666666666666667
"1812",7797577,"low","M","BGD HIGH","Y","N",970,200808,"Low","Mid","Mid",200902,"Mid","High","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","mid","high","mid","mid",0.75,1
"1813",7999121,"low","F","BGD HIGH","Y","N",950,201008,"Low","Mid","Mid",201102,"Mid","High","Off Campus","1",69,"mid","High School","College/Beyond","Associate","mid","mid","high","high","low","low","low","low",0.8,0.764705882352941
"1814",8028807,"mid","F","BGD MID","Y","N",950,200608,"High","Mid","Mid",200702,"Mid","High","On Campus","1",90,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.733333333333333,0.8
"1815",7861228,"mid","M","BGD MID","Y","N",830,200508,"Mid","Mid","High",200602,"Mid","High","On Campus","0",150,"low","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"1816",7902798,"mid","F","BGD HIGH","N","N",1110,200608,"Mid","Mid","High",200702,"Mid","High","Off Campus","1",0,"high","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"1817",7936947,"mid","M","BGD MID","Y","N",950,200708,"Mid","Mid","Mid",200802,"Mid","High","On Campus","1",69,"low","Middle School/Junior High","High School","Bachelors","high","mid","high","high","low","low","low","low",0.444444444444444,0.8125
"1818",7940003,"mid","F","BGD HIGH","Y","N",910,201008,"Mid","Mid","High",201102,"Mid","High","On Campus","1",150,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.692307692307692,1
"1819",7817122,"mid","M","BGD HIGH","Y","N",990,200808,"Low","Mid","Mid",200902,"Mid","High","Off Campus","1",69,"low","College/Beyond","High School","Bachelors","mid","mid","high","high","low","high","mid","low",0.8,0.769230769230769
"1820",7970356,"mid","F","BGD MID","N","N",950,201008,"Low","Mid","Mid",201102,"Mid","High","Off Campus","1",0,"low","Middle School/Junior High","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.769230769230769,0.764705882352941
"1821",7814386,"mid","M","BGD MID","Y","N",970,200708,"Low","Mid","Mid",200802,"Mid","High","Off Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","mid","low","mid","low","low",0.533333333333333,0.666666666666667
"1822",7791384,"mid","M","BGD HIGH","Y","N",970,201008,"Low","Mid","Mid",201102,"Mid","High","Off Campus","1",69,"low","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",0.785714285714286,0.714285714285714
"1823",7787520,"mid","M","BGD HIGH","Y","N",1190,200708,"Low","Mid","Mid",200802,"Mid","High","On Campus","1",150,"low","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",0.533333333333333,1
"1824",7958618,"low","F","BGD MID","Y","N",950,200908,"Low","Mid","High",201002,"Mid","High","On Campus","1",138,"low","College/Beyond","College/Beyond","Bachelors","high","mid","high","mid","high","high","low","high",0.75,0.333333333333333
"1825",7911426,"mid","F","BGD MID","Y","N",970,200608,"High","Mid","Mid",200702,"Mid","High","On Campus","1",150,"low","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","mid","mid","mid","mid",1,0.65
"1826",8013153,"mid","F","BGD MID","Y","N",910,200708,"High","Mid","Mid",200802,"Mid","High","Off Campus","1",0,"mid","High School","College/Beyond","Bachelors","low","mid","high","high","high","high","low","high",1,1
"1827",8002501,"mid","M","BGD MID","Y","N",870,200808,"Low","Low","Mid",200902,"Mid","High","On Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","mid","low","high","high","low","low","low","low",0,0.625
"1828",7927920,"mid","M","BGD HIGH","Y","N",1110,200608,"Low","Low","Low",200702,"Mid","High","Off Campus","1",69,"low","High School","High School","Bachelors","low","low","high","high","low","low","low","low",0,1
"1829",8005370,"low","F","BGD MID","Y","N",970,200908,"Low","Low","Mid",201002,"Mid","High","On Campus","1",150,"high","Other/Unknown","College/Beyond","Bachelors","high","mid","high","high","high","high","low","mid",0.5625,1
"1830",7964119,"mid","F","BGD HIGH","N","N",910,200808,"Low","Low","Mid",200902,"Mid","High","On Campus","1",997,"low","Middle School/Junior High","College/Beyond","Bachelors","high","low","mid","mid","high","high","low","high",0.375,1
"1831",7780351,"mid","F","BGD HIGH","Y","N",830,201008,"High","Mid","Mid",201102,"Mid","High","Off Campus","1",90,"low","High School","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",0.666666666666667,1
"1832",7900389,"mid","F","BGD HIGH","Y","N",870,200808,"Mid","Mid","Mid",200902,"Mid","High","On Campus","1",90,"low","High School","College/Beyond","Bachelors","mid","mid","high","high","mid","mid","low","mid",0.714285714285714,0.714285714285714
"1833",7992257,"mid","F","BGD MID","Y","N",790,200808,"Mid","Mid","Mid",200902,"Mid","High","Off Campus","1",0,"mid","College/Beyond","High School","Bachelors","low","low","high","high","high","mid","low","high",0.333333333333333,0.692307692307692
"1834",7952530,"mid","F","BGD MID","Y","N",690,201008,"Low","Mid","Mid",201102,"Mid","High","On Campus","1",0,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","mid","low","mid","low","low",0.571428571428571,0.461538461538462
"1835",7937822,"mid","M","BGD MID","Y","N",1030,200908,"High","High","Mid",201002,"Low","High","On Campus","1",150,"low","High School","College/Beyond","Bachelors","mid","low","high","mid","low","mid","mid","mid",0.5,0.461538461538462
"1836",7856904,"low","F","BGD HIGH","Y","N",1030,200908,"High","High","High",201002,"Low","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","high","high","high","high","high","low","mid",1,0.785714285714286
"1837",7809507,"mid","M","BGD HIGH","Y","N",1030,200708,"High","High","Mid",200802,"Low","High","Off Campus","0",694,"high","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",0.733333333333333,1
"1838",7944351,"mid","M","BGD HIGH","Y","N",1300,200908,"High","High","High",201002,"Low","High","Off Campus","0",69,"mid","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","mid","low",1,0.733333333333333
"1839",7832198,"mid","M","BGD HIGH","Y","N",970,200508,"High","High","High",200602,"Low","High","Off Campus","0",0,"high","No Information","No Information","Bachelors","mid","high","high","high","low","mid","low","low",1,0.785714285714286
"1840",7776145,"mid","F","BGD HIGH","Y","N",990,200908,"Mid","High","High",201002,"Low","High","Off Campus","1",69,"low","High School","High School","Bachelors","low","mid","high","mid","low","low","low","low",1,0.461538461538462
"1841",7965687,"mid","F","BGD MID","Y","N",970,201008,"Mid","High","Mid",201102,"Low","High","On Campus","1",150,"mid","Other/Unknown","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,0.785714285714286
"1842",7936184,"mid","F","BGD HIGH","Y","N",1150,200908,"High","High","High",201002,"Low","High","On Campus","1",0,"high","Other/Unknown","Other/Unknown","Bachelors","mid","high","high","mid","low","high","high","low",1,0.538461538461538
"1843",7950332,"low","F","BGD MID","Y","N",910,200808,"High","High","High",200902,"Low","High","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","mid","mid","high","low","high","high","low","mid",1,0.214285714285714
"1844",7879749,"mid","F","BGD MID","Y","N",910,200908,"High","High","High",201002,"Low","High","On Campus","1",181,"low","College/Beyond","High School","Bachelors","mid","high","high","mid","high","high","mid","high",1,0.461538461538462
"1845",7867743,"mid","F","BGD MID","Y","N",1070,201008,"High","High","High",201102,"Low","High","Off Campus","1",150,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.692307692307692,0.8
"1846",8026883,"mid","M","BGD HIGH","Y","N",1150,200808,"High","High","High",200902,"Low","High","Off Campus","1",69,"mid","High School","College/Beyond","Bachelors","low","mid","high","high","mid","mid","low","high",1,0.75
"1847",7884738,"mid","F","BGD MID","Y","N",970,200808,"Mid","High","High",200902,"Low","High","On Campus","1",150,"mid","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","high","high","low","high",1,0.588235294117647
"1848",7775638,"mid","F","BGD MID","Y","N",870,200908,"Mid","High","High",201002,"Low","High","On Campus","1",0,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","low","high","high","low","mid",1,0.285714285714286
"1849",8012934,"mid","F","BGD HIGH","Y","N",870,201008,"Mid","High","High",201102,"Low","High","Off Campus","1",0,"low","High School","Middle School/Junior High","Bachelors","low","mid","high","high","low","low","low","low",0.666666666666667,0.8
"1850",7861221,"mid","F","BGD HIGH","Y","N",1190,200808,"Mid","High","High",200902,"Low","High","Off Campus","1",69,"low","High School","College/Beyond","Bachelors","low","mid","high","high","mid","mid","mid","mid",1,0.75
"1851",7954872,"mid","F","BGD MID","Y","N",990,200908,"Mid","High","High",201002,"Low","High","On Campus","1",150,"low","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","high","high","low","mid",0.933333333333333,0.785714285714286
"1852",7938768,"mid","M","BGD HIGH","Y","N",970,200908,"Mid","High","High",201002,"Low","High","Off Campus","0",69,"low","High School","College/Beyond","Bachelors","low","mid","high","high","low","high","mid","low",1,0.769230769230769
"1853",7939135,"mid","F","BGD MID","Y","N",1070,200608,"Mid","High","Mid",200702,"Low","High","On Campus","1",0,"low","College/Beyond","College/Beyond","Bachelors","high","mid","high","high","mid","mid","low","mid",0.75,0.8125
"1854",7910609,"mid","F","BGD MID","Y","N",910,200908,"Mid","High","High",201002,"Low","High","On Campus","1",0,"low","High School","Other/Unknown","Bachelors","low","mid","high","high","high","high","low","mid",1,0.75
"1855",7951611,"mid","M","BGD HIGH","Y","N",870,200808,"Mid","High","High",200902,"Low","High","Off Campus","1",0,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","high","high","low",1,0.75
"1856",7773096,"mid","F","BGD MID","Y","N",910,200808,"Mid","High","Mid",200902,"Low","High","On Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","high","mid","high","high","mid","high","mid","mid",0.5625,0.5625
"1857",7955366,"mid","F","BGD HIGH","Y","N",970,200708,"Mid","High","High",200802,"Low","High","Off Campus","0",0,"high","High School","High School","Bachelors","mid","high","high","low","low","high","high","low",1,0.266666666666667
"1858",7886414,"low","F","BGD MID","Y","N",970,200908,"Low","High","High",201002,"Low","High","On Campus","1",138,"mid","College/Beyond","College/Beyond","Bachelors","mid","low","high","high","high","high","mid","mid",0.5,0.769230769230769
"1859",7926425,"mid","F","BGD MID","N","N",970,200808,"Low","High","Mid",200902,"Low","High","Off Campus","1",0,"high","Middle School/Junior High","College/Beyond","Bachelors","low","mid","high","mid","low","low","low","low",0.75,0.666666666666667
"1860",7888718,"mid","M","BGD HIGH","N","N",910,200908,"Low","High","High",201002,"Low","High","Off Campus","1",0,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","low","mid","high","low",1,0.75
"1861",8020808,"mid","F","BGD HIGH","N","N",910,201008,"Mid","Mid","Mid",201102,"Low","High","Off Campus","1",69,"mid","College/Beyond","College/Beyond","Bachelors","low","mid","high","mid","low","low","low","low",0.75,0.416666666666667
"1862",7865561,"mid","F","BGD HIGH","Y","N",970,201008,"Mid","Mid","High",201102,"Low","High","Off Campus","1",69,"mid","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,0.785714285714286
"1863",7846319,"low","M","BGD HIGH","Y","N",1190,200808,"Mid","Mid","High",200902,"Low","High","Off Campus","1",90,"high","College/Beyond","High School","Bachelors","mid","high","high","high","mid","high","mid","mid",1,0.769230769230769
"1864",7808630,"mid","M","BGD HIGH","Y","N",970,200908,"Mid","Mid","Mid",201002,"Low","High","On Campus","1",138,"high","College/Beyond","High School","Bachelors","mid","mid","high","low","high","high","low","mid",1,0.3
"1865",8029733,"mid","F","BGD HIGH","Y","N",990,200908,"Mid","Mid","Mid",201002,"Low","High","On Campus","1",150,"low","High School","High School","Bachelors","mid","high","high","high","low","mid","mid","low",1,0.785714285714286
"1866",7785719,"mid","M","BGD HIGH","Y","N",530,200508,"Mid","Mid","Mid",200602,"Low","High","Off Campus","1",69,"mid","High School","College/Beyond","Bachelors","low","mid","high","mid","mid","mid","low","high",1,0.5
"1867",7869812,"mid","F","BGD HIGH","Y","N",830,200808,"Mid","Mid","High",200902,"Low","High","Off Campus","1",150,"low","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",0.8,0.75
"1868",7930598,"mid","M","BGD HIGH","Y","N",910,200608,"Mid","Mid","High",200702,"Low","High","Off Campus","0",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","mid","low","low","low","low",1,0.5
"1869",7792345,"mid","M","BGD MID","Y","N",950,200808,"Low","Mid","High",200902,"Low","High","On Campus","1",150,"low","High School","College/Beyond","Bachelors","mid","low","high","high","high","high","low","high",0.461538461538462,0.8125
"1870",7847401,"mid","F","BGD MID","Y","N",910,200508,"Low","Mid","Mid",200602,"Low","High","On Campus","1",90,"high","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,0.823529411764706
"1871",7990896,"mid","F","BGD HIGH","Y","N",1030,200908,"Low","Mid","Mid",201002,"Low","High","Off Campus","0",69,"mid","High School","High School","Bachelors","mid","mid","high","high","mid","mid","mid","mid",0.615384615384615,0.769230769230769
"1872",7967772,"mid","M","BGD MID","Y","N",1070,200808,"Mid","Mid","Mid",200902,"Low","High","On Campus","0",150,"low","Other/Unknown","Other/Unknown","Bachelors","low","mid","high","mid","mid","mid","low","mid",1,0.5
"1873",7975059,"mid","F","BGD HIGH","N","N",910,200608,"Low","Mid","Mid",200702,"Low","High","On Campus","1",0,"low","College/Beyond","No Information","Bachelors","low","mid","high","mid","low","low","low","low",0.75,0.461538461538462
"1874",7867027,"mid","F","BGD MID","Y","N",970,201008,"Low","Mid","Mid",201102,"Low","High","On Campus","1",176,"low","High School","High School","Bachelors","mid","low","high","mid","low","low","low","low",0.285714285714286,0.533333333333333
