"","RETURNED_2ND_YR","levels","n","N","percentage","varNames"
"1",1,"A",674,778,0.866323907455013,"CORE_COURSE_GRADE_2_S"
"2",1,"B",971,1118,0.868515205724508,"CORE_COURSE_GRADE_2_S"
"3",1,"C",580,698,0.830945558739255,"CORE_COURSE_GRADE_2_S"
"4",1,"D",156,224,0.696428571428571,"CORE_COURSE_GRADE_2_S"
"5",1,"F",77,141,0.546099290780142,"CORE_COURSE_GRADE_2_S"
"6",1,"INCOMPL",1,2,0.5,"CORE_COURSE_GRADE_2_S"
"7",1,"missing",218,439,0.496583143507973,"CORE_COURSE_GRADE_2_S"
