"","RETURNED_2ND_YR","levels","n","N","percentage","varNames"
"1",1,"BGD 1",1605,2082,0.770893371757925,"STDNT_BACKGROUND"
"2",1,"BGD 2",82,106,0.773584905660377,"STDNT_BACKGROUND"
"3",1,"BGD 3",777,947,0.820485744456177,"STDNT_BACKGROUND"
"4",1,"BGD 4",113,139,0.81294964028777,"STDNT_BACKGROUND"
"5",1,"BGD 5",4,8,0.5,"STDNT_BACKGROUND"
"6",1,"BGD 6",80,94,0.851063829787234,"STDNT_BACKGROUND"
"7",1,"BGD 7",12,19,0.631578947368421,"STDNT_BACKGROUND"
"8",1,"BGD 8",4,5,0.8,"STDNT_BACKGROUND"
