"","RETURNED_2ND_YR","levels","n","N","percentage","varNames"
"32",1,"GEOL 1121",4,7,0.571428571428571,"CORE_COURSE_NAME_3_F"
"33",1,"GEOL 1121L",3,3,1,"CORE_COURSE_NAME_3_F"
"34",1,"HIST 1111",18,22,0.818181818181818,"CORE_COURSE_NAME_3_F"
"35",1,"HIST 1112",24,32,0.75,"CORE_COURSE_NAME_3_F"
"36",1,"HIST 1112I",8,11,0.727272727272727,"CORE_COURSE_NAME_3_F"
"37",1,"HIST 2111",138,176,0.784090909090909,"CORE_COURSE_NAME_3_F"
"38",1,"HIST 2112",78,101,0.772277227722772,"CORE_COURSE_NAME_3_F"
"39",1,"ITDS 1145",2,4,0.5,"CORE_COURSE_NAME_3_F"
"40",1,"ITDS 1146",1,2,0.5,"CORE_COURSE_NAME_3_F"
"41",1,"ITDS 1155",4,4,1,"CORE_COURSE_NAME_3_F"
"42",1,"ITDS 2726",4,5,0.8,"CORE_COURSE_NAME_3_F"
"43",1,"ITDS 2726H",2,2,1,"CORE_COURSE_NAME_3_F"
"44",1,"ITDS 2727",2,3,0.666666666666667,"CORE_COURSE_NAME_3_F"
"45",1,"ITDS 2735",77,86,0.895348837209302,"CORE_COURSE_NAME_3_F"
"46",1,"ITDS 2746",6,6,1,"CORE_COURSE_NAME_3_F"
"47",1,"ITDS 2748",11,13,0.846153846153846,"CORE_COURSE_NAME_3_F"
"48",1,"ITDS 2749",37,43,0.86046511627907,"CORE_COURSE_NAME_3_F"
"49",1,"JAPN 1001",5,5,1,"CORE_COURSE_NAME_3_F"
"50",1,"LEAD 1705",19,25,0.76,"CORE_COURSE_NAME_3_F"
"51",1,"MATH 1101",74,94,0.787234042553192,"CORE_COURSE_NAME_3_F"
"52",1,"MATH 1111",133,162,0.820987654320988,"CORE_COURSE_NAME_3_F"
"53",1,"MATH 1113",45,56,0.803571428571429,"CORE_COURSE_NAME_3_F"
"54",1,"MATH 1125",3,4,0.75,"CORE_COURSE_NAME_3_F"
"55",1,"MATH 1131",6,8,0.75,"CORE_COURSE_NAME_3_F"
"56",1,"MATH 1132",2,3,0.666666666666667,"CORE_COURSE_NAME_3_F"
"57",1,"MATH 2115",1,1,1,"CORE_COURSE_NAME_3_F"
"58",1,"MATH 2125",2,3,0.666666666666667,"CORE_COURSE_NAME_3_F"
"59",1,"missing",449,565,0.794690265486726,"CORE_COURSE_NAME_3_F"
"60",1,"MUSC 1100",106,134,0.791044776119403,"CORE_COURSE_NAME_3_F"
"61",1,"PHYS 1125",7,8,0.875,"CORE_COURSE_NAME_3_F"
"62",1,"PHYS 1325",3,3,1,"CORE_COURSE_NAME_3_F"
"63",1,"POLS 1101",116,140,0.828571428571429,"CORE_COURSE_NAME_3_F"
"64",1,"POLS 1101H",5,5,1,"CORE_COURSE_NAME_3_F"
"65",1,"POLS 2401",2,3,0.666666666666667,"CORE_COURSE_NAME_3_F"
"66",1,"PSYC 1101",78,102,0.764705882352941,"CORE_COURSE_NAME_3_F"
"67",1,"SOCI 1101",31,39,0.794871794871795,"CORE_COURSE_NAME_3_F"
"68",1,"SPAN 1001",24,36,0.666666666666667,"CORE_COURSE_NAME_3_F"
"69",1,"SPAN 1002",14,20,0.7,"CORE_COURSE_NAME_3_F"
"70",1,"STAT 1127",6,7,0.857142857142857,"CORE_COURSE_NAME_3_F"
"71",1,"THEA 1100",80,93,0.860215053763441,"CORE_COURSE_NAME_3_F"
"72",1,"THEA 1100I",14,14,1,"CORE_COURSE_NAME_3_F"
