"","RETURNED_2ND_YR","levels","n","N","percentage","varNames"
"24",1,"ENGL 1102",31,35,0.885714285714286,"CORE_COURSE_NAME_2_F"
"25",1,"ENGL 2111",2,2,1,"CORE_COURSE_NAME_2_F"
"26",1,"ENGL 2136",2,3,0.666666666666667,"CORE_COURSE_NAME_2_F"
"27",1,"ENVS 1105",14,16,0.875,"CORE_COURSE_NAME_2_F"
"28",1,"ENVS 1105I",1,4,0.25,"CORE_COURSE_NAME_2_F"
"29",1,"FREN 1001",14,21,0.666666666666667,"CORE_COURSE_NAME_2_F"
"30",1,"FREN 1002",4,4,1,"CORE_COURSE_NAME_2_F"
"31",1,"FREN 2001",3,3,1,"CORE_COURSE_NAME_2_F"
"32",1,"GEOG 1101I",7,9,0.777777777777778,"CORE_COURSE_NAME_2_F"
"33",1,"GEOL 1110",8,10,0.8,"CORE_COURSE_NAME_2_F"
"34",1,"GEOL 1121",4,6,0.666666666666667,"CORE_COURSE_NAME_2_F"
"35",1,"GEOL 1121L",2,2,1,"CORE_COURSE_NAME_2_F"
"36",1,"GERM 1002",1,2,0.5,"CORE_COURSE_NAME_2_F"
"37",1,"HIST 1111",31,38,0.815789473684211,"CORE_COURSE_NAME_2_F"
"38",1,"HIST 1112",41,50,0.82,"CORE_COURSE_NAME_2_F"
"39",1,"HIST 1112I",10,11,0.909090909090909,"CORE_COURSE_NAME_2_F"
"40",1,"HIST 2111",207,262,0.790076335877863,"CORE_COURSE_NAME_2_F"
"41",1,"HIST 2112",106,139,0.762589928057554,"CORE_COURSE_NAME_2_F"
"42",1,"ITDS 1145",5,6,0.833333333333333,"CORE_COURSE_NAME_2_F"
"43",1,"ITDS 1146",2,2,1,"CORE_COURSE_NAME_2_F"
"44",1,"ITDS 1155",7,7,1,"CORE_COURSE_NAME_2_F"
"45",1,"ITDS 1156",2,2,1,"CORE_COURSE_NAME_2_F"
"46",1,"ITDS 2726",1,1,1,"CORE_COURSE_NAME_2_F"
"47",1,"ITDS 2727",1,1,1,"CORE_COURSE_NAME_2_F"
"48",1,"ITDS 2735",40,48,0.833333333333333,"CORE_COURSE_NAME_2_F"
"49",1,"ITDS 2748",2,3,0.666666666666667,"CORE_COURSE_NAME_2_F"
"50",1,"ITDS 2749",8,10,0.8,"CORE_COURSE_NAME_2_F"
"51",1,"JAPN 1001",2,3,0.666666666666667,"CORE_COURSE_NAME_2_F"
"52",1,"LEAD 1705",18,20,0.9,"CORE_COURSE_NAME_2_F"
"53",1,"MATH 1101",37,49,0.755102040816326,"CORE_COURSE_NAME_2_F"
"54",1,"MATH 1111",160,206,0.776699029126214,"CORE_COURSE_NAME_2_F"
"55",1,"MATH 1113",38,41,0.926829268292683,"CORE_COURSE_NAME_2_F"
"56",1,"MATH 1125",8,9,0.888888888888889,"CORE_COURSE_NAME_2_F"
"57",1,"MATH 1131",10,12,0.833333333333333,"CORE_COURSE_NAME_2_F"
"58",1,"MATH 1132",1,1,1,"CORE_COURSE_NAME_2_F"
"59",1,"MATH 2115",1,1,1,"CORE_COURSE_NAME_2_F"
"60",1,"missing",79,99,0.797979797979798,"CORE_COURSE_NAME_2_F"
"61",1,"MUSC 1100",74,99,0.747474747474748,"CORE_COURSE_NAME_2_F"
"62",1,"PHYS 1125",4,5,0.8,"CORE_COURSE_NAME_2_F"
"63",1,"PHYS 1325",1,1,1,"CORE_COURSE_NAME_2_F"
"64",1,"POLS 1101",94,133,0.706766917293233,"CORE_COURSE_NAME_2_F"
"65",1,"POLS 1101H",2,2,1,"CORE_COURSE_NAME_2_F"
"66",1,"POLS 2401",2,3,0.666666666666667,"CORE_COURSE_NAME_2_F"
"67",1,"PSYC 1101",79,103,0.766990291262136,"CORE_COURSE_NAME_2_F"
"68",1,"SOCI 1101",19,24,0.791666666666667,"CORE_COURSE_NAME_2_F"
"69",1,"SPAN 1001",23,30,0.766666666666667,"CORE_COURSE_NAME_2_F"
"70",1,"SPAN 1002",16,20,0.8,"CORE_COURSE_NAME_2_F"
"71",1,"STAT 1127",6,7,0.857142857142857,"CORE_COURSE_NAME_2_F"
"72",1,"THEA 1100",48,62,0.774193548387097,"CORE_COURSE_NAME_2_F"
"73",1,"THEA 1100I",1,1,1,"CORE_COURSE_NAME_2_F"
